Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
517,James Ward-Prowse,eng ENG,MF,West Ham,30-111,1994,2,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,7,0,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches
518,James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30-111,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.1,1.2,1,16,3,0.00,0.23,0.23,0.00,0.23,0.01,0.25,0.26,0.01,0.26,Matches
519,Ollie Watkins,eng ENG,FW,Aston Villa,29-052,1995,26,22,1821,20.2,12,5,17,10,2,2,0,0,12.5,10.9,2.5,13.4,36,18,115,0.59,0.25,0.84,0.49,0.74,0.62,0.12,0.74,0.54,0.66,Matches
520,Adam Webster,eng ENG,DF,Brighton,30-047,1995,7,4,257,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,22,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
521,Danny Welbeck,eng ENG,FW,Brighton,34-086,1990,19,17,1438,16.0,6,4,10,6,0,0,2,0,6.1,6.1,0.9,7.0,15,32,55,0.38,0.25,0.63,0.38,0.63,0.38,0.06,0.44,0.38,0.44,Matches
522,Welington,br BRA,DF,Southampton,24-001,2001,2,2,125,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
523,Timo Werner,de GER,"FW,MF",Tottenham,28-351,1996,17,4,507,5.6,0,3,3,0,0,0,0,0,1.0,1.0,2.5,3.5,42,29,87,0.00,0.53,0.53,0.00,0.53,0.17,0.44,0.62,0.17,0.62,Matches
524,Adam Wharton,eng ENG,MF,Crystal Palace,20-263,2004,10,8,670,7.4,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,8,70,7,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.13,0.03,0.13,Matches
525,Ben White,eng ENG,DF,Arsenal,27-135,1997,9,7,695,7.7,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.6,4,30,15,0.00,0.13,0.13,0.00,0.13,0.02,0.06,0.07,0.02,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
526,Mats Wieffer,nl NED,MF,Brighton,25-096,1999,13,4,471,5.2,1,1,2,1,0,0,2,0,0.5,0.5,0.6,1.0,5,34,8,0.19,0.19,0.38,0.19,0.38,0.09,0.10,0.19,0.09,0.19,Matches
527,Neco Williams,wls WAL,DF,Nott'ham Forest,23-313,2001,22,15,1424,15.8,1,1,2,1,0,0,4,0,1.6,1.6,0.6,2.2,39,45,53,0.06,0.06,0.13,0.06,0.13,0.10,0.04,0.14,0.10,0.14,Matches
528,Willian,br BRA,MF,Fulham,36-195,1988,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,15.25,15.25,0.00,15.25,Matches
529,Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25-184,1999,22,7,669,7.4,0,1,1,0,0,0,2,0,0.9,0.9,1.5,2.3,20,28,52,0.00,0.13,0.13,0.00,0.13,0.11,0.20,0.31,0.11,0.31,Matches
530,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,32-359,1992,5,0,79,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
531,Harry Wilson,wls WAL,"FW,MF",Fulham,27-335,1997,19,8,839,9.3,5,1,6,5,0,0,2,0,3.2,3.2,1.0,4.2,16,42,71,0.54,0.11,0.64,0.54,0.64,0.35,0.11,0.45,0.35,0.45,Matches
532,Harry Winks,eng ENG,MF,Leicester City,29-018,1996,19,17,1456,16.2,0,2,2,0,0,0,4,0,0.2,0.2,1.2,1.4,15,92,10,0.00,0.12,0.12,0.00,0.12,0.01,0.07,0.09,0.01,0.09,Matches
533,Ben Winterburn,eng ENG,MF,Bournemouth,20-169,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
534,Yoane Wissa,cd COD,FW,Brentford,28-170,1996,22,21,1750,19.4,11,2,13,11,0,0,2,0,11.5,11.5,1.3,12.9,38,40,96,0.57,0.10,0.67,0.57,0.67,0.59,0.07,0.66,0.59,0.66,Matches
535,Chris Wood,nz NZL,FW,Nott'ham Forest,33-075,1991,25,24,2005,22.3,18,2,20,15,3,3,1,0,10.4,8.1,1.6,9.6,13,26,63,0.81,0.09,0.90,0.67,0.76,0.47,0.07,0.54,0.36,0.43,Matches
536,Nathan Wood-Gordon,eng ENG,DF,Southampton,22-265,2002,9,7,624,6.9,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,2,17,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches
537,Luke Woolfenden,eng ENG,DF,Ipswich Town,26-122,1998,10,8,782,8.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
538,Yehor Yarmoliuk,ua UKR,"MF,FW",Brentford,20-356,2004,19,6,641,7.1,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,11,28,35,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches
539,Ryan Yates,eng ENG,MF,Nott'ham Forest,27-091,1997,22,15,1457,16.2,1,0,1,1,0,0,6,0,1.7,1.7,0.7,2.5,12,37,11,0.06,0.00,0.06,0.06,0.06,0.11,0.04,0.15,0.11,0.15,Matches
540,Leny Yoro,fr FRA,DF,Manchester Utd,19-099,2005,11,5,545,6.1,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,3,23,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
541,Ashley Young,eng ENG,DF,Everton,39-226,1985,22,17,1503,16.7,1,3,4,1,0,0,5,1,0.3,0.3,1.4,1.7,18,80,20,0.06,0.18,0.24,0.06,0.24,0.02,0.09,0.10,0.02,0.10,Matches
542,Illia Zabarnyi,ua UKR,DF,Bournemouth,22-172,2002,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.8,0.8,0.5,1.3,18,92,3,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
543,Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28-067,1996,8,2,243,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,19,6,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
544,Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23-274,2001,25,9,975,10.8,3,1,4,3,0,0,1,0,3.6,3.6,1.5,5.1,7,32,48,0.28,0.09,0.37,0.28,0.37,0.34,0.14,0.48,0.34,0.48,Matches
545,Martin Ødegaard,no NOR,MF,Arsenal,26-065,1998,17,16,1373,15.3,2,3,5,1,1,1,2,0,3.1,2.3,2.7,5.1,44,154,87,0.13,0.20,0.33,0.07,0.26,0.21,0.18,0.38,0.15,0.33,Matches
