Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
416,Rodri,es ESP,MF,Manchester City,28-243,1996,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
417,Guido Rodríguez,ar ARG,MF,West Ham,30-314,1994,19,14,1017,11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,2,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
418,Mads Roerslev,dk DEN,DF,Brentford,25-241,1999,19,11,1101,12.2,0,2,2,0,0,0,2,0,0.2,0.2,3.0,3.2,17,51,54,0.00,0.16,0.16,0.00,0.16,0.02,0.24,0.26,0.02,0.26,Matches
419,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,22-209,2002,25,25,2080,23.1,6,4,10,6,0,0,8,0,4.6,4.6,4.7,9.3,83,82,129,0.26,0.17,0.43,0.26,0.43,0.20,0.20,0.40,0.20,0.40,Matches
420,Cristian Romero,ar ARG,DF,Tottenham,26-299,1998,12,12,974,10.8,1,0,1,1,0,0,1,0,1.1,1.1,0.5,1.6,10,48,2,0.09,0.00,0.09,0.09,0.09,0.10,0.05,0.15,0.10,0.15,Matches
421,Georginio Rutter,fr FRA,"FW,MF",Brighton,22-306,2002,24,15,1339,14.9,4,2,6,4,0,0,2,0,3.6,3.6,1.8,5.4,39,61,67,0.27,0.13,0.40,0.27,0.40,0.24,0.12,0.36,0.24,0.36,Matches
422,José Sá,pt POR,GK,Wolves,32-034,1993,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
423,Bukayo Saka,eng ENG,"FW,MF",Arsenal,23-168,2001,16,16,1268,14.1,5,10,15,4,1,1,3,0,4.2,3.4,5.8,9.2,72,53,195,0.35,0.71,1.06,0.28,0.99,0.30,0.41,0.71,0.24,0.65,Matches
424,Mohamed Salah,eg EGY,FW,Liverpool,32-250,1992,26,26,2299,25.5,24,15,39,17,7,7,1,0,19.7,14.2,9.7,23.9,104,96,326,0.94,0.59,1.53,0.67,1.25,0.77,0.38,1.15,0.56,0.94,Matches
425,William Saliba,fr FRA,DF,Arsenal,23-333,2001,23,23,2009,22.3,2,0,2,2,0,0,2,1,1.9,1.9,0.5,2.4,9,79,3,0.09,0.00,0.09,0.09,0.09,0.08,0.02,0.11,0.08,0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
426,Robert Sánchez,es ESP,GK,Chelsea,27-094,1997,21,21,1890,21.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
427,Jadon Sancho,eng ENG,FW,Chelsea,24-332,2000,19,13,1183,13.1,2,4,6,2,0,0,1,0,1.5,1.5,2.6,4.2,68,60,147,0.15,0.30,0.46,0.15,0.46,0.12,0.20,0.32,0.12,0.32,Matches
428,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,27-080,1997,5,3,249,2.8,0,1,1,0,0,0,2,0,0.0,0.0,0.3,0.3,0,11,2,0.00,0.36,0.36,0.00,0.36,0.01,0.11,0.12,0.01,0.12,Matches
429,Pablo Sarabia,es ESP,"MF,FW",Wolves,32-285,1992,11,6,472,5.2,1,1,2,1,0,0,2,0,2.4,2.4,0.6,3.0,10,29,34,0.19,0.19,0.38,0.19,0.38,0.46,0.12,0.58,0.46,0.58,Matches
430,Jeremy Sarmiento,ec ECU,MF,Brighton,22-249,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
431,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,26-361,1998,25,18,1681,18.7,4,3,7,4,0,0,3,0,4.6,4.6,4.7,9.3,44,55,122,0.21,0.16,0.37,0.21,0.37,0.25,0.25,0.50,0.25,0.50,Matches
432,Sávio,br BRA,"FW,MF",Manchester City,20-316,2004,20,15,1260,14.0,1,7,8,1,0,0,2,0,3.5,3.5,5.5,9.0,99,53,164,0.07,0.50,0.57,0.07,0.57,0.25,0.39,0.64,0.25,0.64,Matches
433,Oliver Scarles,eng ENG,DF,West Ham,19-070,2005,7,0,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,15,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
434,Dane Scarlett,eng ENG,FW,Tottenham,20-333,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
435,Kevin Schade,de GER,FW,Brentford,23-085,2001,25,13,1239,13.8,7,2,9,7,0,0,2,0,5.2,5.2,2.3,7.5,34,27,93,0.51,0.15,0.65,0.51,0.65,0.38,0.16,0.54,0.38,0.54,Matches
436,Fabian Schär,ch SUI,DF,Newcastle Utd,33-062,1991,21,20,1782,19.8,2,0,2,2,0,0,5,1,1.5,1.5,0.3,1.8,12,68,14,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.09,0.08,0.09,Matches
437,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,32-059,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,4,5,9,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.28,0.14,0.28,Matches
438,Alex Scott,eng ENG,MF,Bournemouth,21-183,2003,9,2,277,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,5,36,15,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
439,Matz Sels,be BEL,GK,Nott'ham Forest,32-360,1992,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
440,Nélson Semedo,pt POR,DF,Wolves,31-096,1993,21,20,1787,19.9,0,3,3,0,0,0,7,0,0.4,0.4,2.3,2.8,43,41,70,0.00,0.15,0.15,0.00,0.15,0.02,0.12,0.14,0.02,0.14,Matches
441,Antoine Semenyo,gh GHA,FW,Bournemouth,25-044,2000,24,24,2106,23.4,7,4,11,7,0,0,6,0,7.7,7.7,4.3,12.0,98,68,205,0.30,0.17,0.47,0.30,0.47,0.33,0.18,0.51,0.33,0.51,Matches
442,Marcos Senesi,ar ARG,DF,Bournemouth,27-286,1997,11,11,917,10.2,0,0,0,0,0,0,4,0,0.8,0.8,0.4,1.2,11,45,3,0.00,0.00,0.00,0.00,0.00,0.08,0.04,0.12,0.08,0.12,Matches
443,Ryan Sessegnon,eng ENG,"MF,FW",Fulham,24-278,2000,4,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
444,Luke Shaw,eng ENG,DF,Manchester Utd,29-223,1995,2,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
445,Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19-226,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
446,Bernardo Silva,pt POR,"MF,FW",Manchester City,30-194,1994,23,21,1916,21.3,2,4,6,2,0,0,5,0,2.9,2.9,4.0,6.9,77,89,156,0.09,0.19,0.28,0.09,0.28,0.13,0.19,0.32,0.13,0.32,Matches
447,Jota Silva,pt POR,"FW,MF",Nott'ham Forest,25-203,1999,24,4,715,7.9,1,1,2,1,0,0,4,0,1.0,1.0,2.8,3.8,17,13,45,0.13,0.13,0.25,0.13,0.25,0.13,0.36,0.48,0.13,0.48,Matches
448,Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18-293,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
449,Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,19-108,2005,2,1,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
450,Luis Sinisterra,co COL,"FW,MF",Bournemouth,25-248,1999,9,1,211,2.3,1,1,2,1,0,0,0,0,1.1,1.1,1.0,2.1,14,4,30,0.43,0.43,0.85,0.43,0.85,0.47,0.43,0.90,0.47,0.90,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
451,Oliver Skipp,eng ENG,MF,Leicester City,24-157,2000,15,7,765,8.5,0,0,0,0,0,0,4,0,0.1,0.1,0.2,0.3,13,22,13,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
452,William Smallbone,ie IRL,MF,Southampton,24-365,2000,9,4,376,4.2,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,4,13,15,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
453,Adam Smith,eng ENG,DF,Bournemouth,33-297,1991,17,12,1035,11.5,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,7,31,16,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
454,Emile Smith Rowe,eng ENG,MF,Fulham,24-207,2000,23,19,1515,16.8,5,2,7,5,0,0,1,0,4.0,4.0,1.1,5.1,49,100,90,0.30,0.12,0.42,0.30,0.42,0.24,0.06,0.30,0.24,0.30,Matches
455,Dominic Solanke,eng ENG,FW,Tottenham,27-159,1997,18,18,1598,17.8,7,3,10,7,0,0,0,0,8.5,8.5,2.6,11.0,27,37,71,0.39,0.17,0.56,0.39,0.56,0.48,0.14,0.62,0.48,0.62,Matches
456,Carlos Soler,es ESP,"MF,FW",West Ham,28-049,1997,20,12,1036,11.5,1,1,2,1,0,0,5,0,1.2,1.2,1.1,2.3,11,43,20,0.09,0.09,0.17,0.09,0.17,0.11,0.09,0.20,0.11,0.20,Matches
457,Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,25-173,1999,14,1,241,2.7,1,0,1,1,0,0,1,0,0.9,0.9,0.4,1.4,10,4,14,0.37,0.00,0.37,0.37,0.37,0.35,0.15,0.51,0.35,0.51,Matches
458,Tomáš Souček,cz CZE,MF,West Ham,29-359,1995,23,20,1750,19.4,5,1,6,5,0,0,8,0,3.7,3.7,1.0,4.7,4,57,43,0.26,0.05,0.31,0.26,0.31,0.19,0.05,0.24,0.19,0.24,Matches
459,Boubakary Soumaré,fr FRA,MF,Leicester City,25-359,1999,18,14,1285,14.3,0,0,0,0,0,0,8,0,0.2,0.2,0.3,0.5,20,62,15,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
460,Djed Spence,eng ENG,DF,Tottenham,24-195,2000,12,8,770,8.6,0,1,1,0,0,0,3,1,0.2,0.2,1.2,1.3,30,45,38,0.00,0.12,0.12,0.00,0.12,0.02,0.14,0.15,0.02,0.15,Matches
461,Jay Stansfield,eng ENG,MF,Fulham,22-088,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
462,Jason Steele,eng ENG,GK,Brighton,34-186,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
463,Jack Stephens,eng ENG,DF,Southampton,31-024,1994,11,10,803,8.9,0,0,0,0,0,0,2,2,0.3,0.3,0.1,0.4,11,43,1,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
464,Raheem Sterling,eng ENG,"FW,MF",Arsenal,30-074,1994,10,4,286,3.2,0,1,1,0,0,0,1,0,0.9,0.9,0.2,1.1,17,14,50,0.00,0.31,0.31,0.00,0.31,0.28,0.06,0.35,0.28,0.35,Matches
465,Ross Stewart,sct SCO,"FW,MF",Southampton,28-224,1996,4,1,132,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
466,Jakub Stolarczyk,pl POL,GK,Leicester City,24-063,2000,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
467,John Stones,eng ENG,"DF,MF",Manchester City,30-268,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.00,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,Matches
468,Jørgen Strand Larsen,no NOR,FW,Wolves,25-014,2000,23,22,1833,20.4,7,2,9,7,0,0,2,0,6.3,6.3,1.6,7.9,9,18,63,0.34,0.10,0.44,0.34,0.44,0.31,0.08,0.39,0.31,0.39,Matches
469,Yukinari Sugawara,jp JPN,DF,Southampton,24-237,2000,22,13,1211,13.5,1,1,2,1,0,0,4,0,0.4,0.4,2.2,2.6,27,59,59,0.07,0.07,0.15,0.07,0.15,0.03,0.17,0.20,0.03,0.20,Matches
470,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,23-005,2002,13,4,390,4.3,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.9,17,6,32,0.23,0.00,0.23,0.23,0.23,0.19,0.01,0.20,0.19,0.20,Matches
471,Crysencio Summerville,nl NED,"FW,MF",West Ham,23-113,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches
472,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,29-149,1995,18,13,978,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches
473,Dominik Szoboszlai,hu HUN,MF,Liverpool,24-118,2000,24,19,1728,19.2,3,2,5,3,0,0,6,0,5.9,5.9,4.3,10.2,59,92,96,0.16,0.10,0.26,0.16,0.26,0.31,0.22,0.53,0.31,0.53,Matches
474,Matt Targett,eng ENG,DF,Newcastle Utd,29-155,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
475,James Tarkowski,eng ENG,DF,Everton,32-093,1992,25,25,2241,24.9,1,1,2,1,0,0,4,0,1.0,1.0,2.2,3.2,4,58,3,0.04,0.04,0.08,0.04,0.08,0.04,0.09,0.13,0.04,0.13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
476,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25-335,1999,18,13,1200,13.3,2,5,7,2,0,0,3,0,4.5,4.5,2.6,7.1,30,76,85,0.15,0.37,0.52,0.15,0.52,0.34,0.20,0.53,0.34,0.53,Matches
477,Charlie Taylor,eng ENG,DF,Southampton,31-155,1993,7,2,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
478,Jack Taylor,ie IRL,MF,Ipswich Town,26-242,1998,19,1,419,4.7,1,0,1,1,0,0,3,0,0.5,0.5,0.5,1.1,8,32,13,0.21,0.00,0.21,0.21,0.21,0.12,0.12,0.23,0.12,0.23,Matches
479,Mathys Tel,fr FRA,FW,Tottenham,19-299,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,2,0,6,0.00,0.00,0.00,0.00,0.00,0.72,0.06,0.78,0.72,0.78,Matches
480,Kenny Tete,nl NED,DF,Fulham,29-134,1995,15,15,1262,14.0,0,2,2,0,0,0,3,0,1.0,1.0,0.7,1.8,33,42,39,0.00,0.14,0.14,0.00,0.14,0.07,0.05,0.13,0.07,0.13,Matches
481,Thiago,br BRA,FW,Brentford,23-239,2001,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.11,0.07,0.11,Matches
482,Luke Thomas,eng ENG,DF,Leicester City,23-255,2001,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,5,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
483,Youri Tielemans,be BEL,MF,Aston Villa,27-289,1997,26,26,2221,24.7,2,4,6,2,0,1,4,0,2.4,1.6,4.8,6.4,28,168,29,0.08,0.16,0.24,0.08,0.24,0.10,0.20,0.29,0.07,0.26,Matches
484,Kieran Tierney,sct SCO,"FW,DF",Arsenal,27-260,1997,3,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,1.35,1.35,0.00,1.35,Matches
485,Jurriën Timber,nl NED,DF,Arsenal,23-248,2001,22,21,1845,20.5,1,1,2,1,0,0,7,0,0.7,0.7,0.7,1.4,33,100,66,0.05,0.05,0.10,0.05,0.10,0.04,0.03,0.07,0.04,0.07,Matches
486,Jean-Clair Todibo,fr FRA,DF,West Ham,25-052,1999,15,8,866,9.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,17,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
487,Harry Toffolo,eng ENG,DF,Nott'ham Forest,29-185,1995,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
488,Takehiro Tomiyasu,jp JPN,DF,Arsenal,26-107,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37,Matches
489,Sandro Tonali,it ITA,MF,Newcastle Utd,24-288,2000,23,16,1551,17.2,1,1,2,1,0,0,5,0,3.1,3.1,0.6,3.7,23,75,34,0.06,0.06,0.12,0.06,0.12,0.18,0.03,0.21,0.18,0.21,Matches
490,Pau Torres,es ESP,DF,Aston Villa,28-035,1997,18,18,1549,17.2,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,31,70,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
491,Conor Townsend,eng ENG,DF,Ipswich Town,31-353,1993,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,1,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,Matches
492,Adama Traoré,es ESP,FW,Fulham,29-026,1996,24,13,1223,13.6,2,4,6,2,0,0,2,0,3.7,3.7,3.7,7.4,75,47,114,0.15,0.29,0.44,0.15,0.44,0.27,0.28,0.54,0.27,0.54,Matches
493,Mark Travers,ie IRL,GK,Bournemouth,25-278,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
494,Ryan Trevitt,eng ENG,MF,Brentford,21-345,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
495,Kieran Trippier,eng ENG,DF,Newcastle Utd,34-154,1990,15,6,586,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,10,41,28,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.05,Matches
496,Leandro Trossard,be BEL,FW,Arsenal,30-078,1994,25,17,1537,17.1,4,5,9,4,0,0,3,1,3.9,3.9,4.5,8.4,53,65,132,0.23,0.29,0.53,0.23,0.53,0.23,0.26,0.49,0.23,0.49,Matches
497,Kostas Tsimikas,gr GRE,DF,Liverpool,28-284,1996,11,3,365,4.1,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,9,40,16,0.00,0.25,0.25,0.00,0.25,0.02,0.24,0.26,0.02,0.26,Matches
498,Axel Tuanzebe,cd COD,DF,Ipswich Town,27-098,1997,13,12,1016,11.3,0,0,0,0,0,0,5,1,0.2,0.2,0.2,0.4,4,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
499,Destiny Udogie,it ITA,DF,Tottenham,22-084,2002,18,18,1430,15.9,0,1,1,0,0,0,2,0,0.3,0.3,1.3,1.6,39,97,79,0.00,0.06,0.06,0.00,0.06,0.02,0.08,0.10,0.02,0.10,Matches
500,Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23-315,2001,18,13,1079,12.0,0,0,0,0,0,0,8,0,0.4,0.4,0.5,0.9,7,38,10,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
501,Lesley Ugochukwu,fr FRA,MF,Southampton,20-331,2004,15,7,790,8.8,0,1,1,0,0,0,3,0,0.4,0.4,0.7,1.0,17,35,13,0.00,0.11,0.11,0.00,0.11,0.04,0.08,0.12,0.04,0.12,Matches
502,Enes Ünal,tr TUR,"FW,MF",Bournemouth,27-286,1997,17,2,345,3.8,2,1,3,2,0,0,2,0,2.7,2.7,0.4,3.1,4,12,22,0.52,0.26,0.78,0.52,0.78,0.72,0.10,0.82,0.72,0.82,Matches
503,Virgil van Dijk,nl NED,DF,Liverpool,33-227,1991,26,26,2340,26.0,1,1,2,1,0,0,3,0,1.6,1.6,0.5,2.0,12,115,5,0.04,0.04,0.08,0.04,0.08,0.06,0.02,0.08,0.06,0.08,Matches
504,Jamie Vardy,eng ENG,FW,Leicester City,38-040,1987,23,23,1866,20.7,7,3,10,6,1,1,4,0,8.4,7.6,2.5,10.1,21,17,77,0.34,0.14,0.48,0.29,0.43,0.40,0.12,0.52,0.37,0.49,Matches
505,Renato Veiga,pt POR,"DF,MF",Chelsea,21-206,2003,7,1,181,2.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,4,7,3,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
506,Joël Veltman,nl NED,DF,Brighton,33-036,1992,19,19,1643,18.3,0,0,0,0,0,0,4,0,0.5,0.5,0.5,0.9,29,79,32,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches
507,Micky van de Ven,nl NED,DF,Tottenham,23-307,2001,9,9,788,8.8,0,2,2,0,0,0,4,0,0.4,0.4,1.2,1.5,8,43,1,0.00,0.23,0.23,0.00,0.23,0.04,0.13,0.17,0.04,0.17,Matches
508,Bart Verbruggen,nl NED,GK,Brighton,22-186,2002,23,23,2070,23.0,0,1,1,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.04,0.04,0.00,0.04,0.00,0.00,0.00,0.00,0.00,Matches
509,Jannik Vestergaard,dk DEN,DF,Leicester City,32-201,1992,16,15,1260,14.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,2,26,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
510,Guglielmo Vicario,it ITA,GK,Tottenham,28-136,1996,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
511,Carlos Vinícius,br BRA,MF,Fulham,29-332,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,0.83,0.83,Matches
512,Kyle Walker,eng ENG,DF,Manchester City,34-268,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.6,12,64,11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
513,Kyle Walker-Peters,eng ENG,DF,Southampton,27-313,1997,23,23,2050,22.8,0,2,2,0,0,0,5,0,0.5,0.5,2.5,3.0,86,98,99,0.00,0.09,0.09,0.00,0.09,0.02,0.11,0.13,0.02,0.13,Matches
514,Christian Walton,eng ENG,GK,Ipswich Town,29-103,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
515,Aaron Wan-Bissaka,eng ENG,DF,West Ham,27-086,1997,24,23,2074,23.0,2,1,3,2,0,0,1,0,1.0,1.0,1.4,2.4,71,92,97,0.09,0.04,0.13,0.09,0.13,0.04,0.06,0.10,0.04,0.10,Matches
516,Danny Ward,wls WAL,GK,Leicester City,31-243,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
