Name,Team,Position,Price,Ownership %,Expected Goals,Expected Assists,Expected Goal Involvement (xGI),Total Points,Form,Points per Million (PPM),Minutes per Game,Fixture Difficulty (Next 3),Differential Score
Fábio Vieira,Arsenal,Midfielder,5.4,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
G.Jesus,Arsenal,Forward,6.5,1.2,3.05,0.52,3.57,42,0.0,6.46,1.0,2.67,2.43
Gabriel,Arsenal,Defender,6.3,29.0,2.56,1.07,3.63,100,5.0,15.87,99.4,2.67,0.51
Havertz,Arsenal,Forward,7.8,6.6,9.39,1.63,11.02,96,4.7,12.31,90.03,2.67,3.41
Hein,Arsenal,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
J.Timber,Arsenal,Defender,5.6,4.5,0.75,1.04,1.79,79,4.0,14.11,93.42,2.67,1.94
Jorginho,Arsenal,Midfielder,4.7,0.2,0.04,0.47,0.51,13,0.0,2.77,1.0,2.67,0.64
Kiwior,Arsenal,Defender,4.8,0.2,0.0,0.03,0.03,13,0.0,2.71,1.0,2.67,0.04
Martinelli,Arsenal,Midfielder,6.6,2.3,4.04,2.96,7.0,89,2.7,13.48,44.05,2.67,4.82
Nwaneri,Arsenal,Midfielder,4.6,2.7,0.74,1.0,1.74,39,5.3,8.48,50.42,2.67,3.57
Ødegaard,Arsenal,Midfielder,8.2,5.1,3.17,4.06,7.2299999999999995,63,3.0,7.68,65.29,2.67,2.76
Raya,Arsenal,Goalkeeper,5.5,26.1,0.0,0.01,0.01,100,6.3,18.18,141.75,2.67,0.47
Rice,Arsenal,Midfielder,6.2,2.7,1.59,4.05,5.64,72,5.3,11.61,134.63,2.67,5.15
Saka,Arsenal,Midfielder,10.2,8.7,4.17,5.6,9.77,107,0.0,10.49,1.0,2.67,1.51
Saliba,Arsenal,Defender,6.2,22.1,1.88,0.81,2.69,93,5.7,15.0,123.13,2.67,0.67
Thomas,Arsenal,Midfielder,4.9,0.8,1.57,1.63,3.2,79,4.7,16.12,114.53,2.67,7.89
Tierney,Arsenal,Defender,4.3,0.0,0.0,0.23,0.23,3,0.7,0.7,3.97,2.67,1.74
Tomiyasu,Arsenal,Defender,4.8,0.0,0.18,0.0,0.18,1,0.0,0.21,1.0,2.67,0.27
Trossard,Arsenal,Midfielder,6.9,3.4,3.45,2.66,6.11,91,3.7,13.19,62.57,2.67,3.76
White,Arsenal,Defender,6.1,2.1,0.13,0.32,0.45,27,0.0,4.43,1.0,2.67,0.22
Zinchenko,Arsenal,Defender,4.8,0.9,0.06,0.08,0.14,17,0.0,3.54,1.0,2.67,0.11
Neto,Arsenal,Goalkeeper,4.1,0.8,0.0,0.0,0.0,7,0.0,1.71,1.0,2.67,0.0
Sterling,Arsenal,Midfielder,6.7,0.8,0.9,0.21,1.11,15,1.3,2.24,24.35,2.67,2.37
Calafiori,Arsenal,Defender,5.8,1.3,0.67,0.56,1.23,35,3.0,6.03,65.49,2.67,3.41
Lewis-Skelly,Arsenal,Midfielder,4.5,0.4,0.04,0.24,0.27999999999999997,20,2.7,4.44,84.24,2.67,4.16
Merino,Arsenal,Midfielder,6.0,0.4,2.98,0.71,3.69,52,4.7,8.67,70.5,2.67,10.67
Oulad M'hand,Arsenal,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Setford,Arsenal,Goalkeeper,4.5,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Kacurri,Arsenal,Defender,4.0,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Kabia,Arsenal,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Nichols,Arsenal,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Butler-Oyedeji,Arsenal,Forward,4.5,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Porter,Arsenal,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Bailey,Aston Villa,Midfielder,6.2,0.9,1.45,2.87,4.32,44,1.0,7.1,23.36,2.67,4.46
Barkley,Aston Villa,Midfielder,5.2,0.2,1.68,0.41,2.09,40,0.0,7.69,1.0,2.67,2.61
Barrenechea,Aston Villa,Midfielder,4.9,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Buendia,Aston Villa,Midfielder,5.1,0.1,0.65,0.03,0.68,11,0.2,2.16,1.62,2.67,1.29
Cash,Aston Villa,Defender,4.4,1.0,0.23,0.97,1.2,39,0.8,8.86,26.28,2.67,1.7
Dendoncker,Aston Villa,Midfielder,4.5,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Diaby,Aston Villa,Midfielder,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Diego Carlos,Aston Villa,Defender,4.5,0.3,0.64,0.08,0.72,21,0.0,4.67,1.0,2.67,0.83
Digne,Aston Villa,Defender,4.6,8.5,0.8,3.07,3.87,68,2.0,14.78,55.65,2.67,1.03
Dobbin,Aston Villa,Midfielder,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Duran,Aston Villa,Forward,5.7,1.9,5.11,0.24,5.3500000000000005,53,0.2,9.3,2.35,2.67,2.91
Gauci,Aston Villa,Goalkeeper,4.0,0.6,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Hause,Aston Villa,Defender,3.9,0.6,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Iling Jr,Aston Villa,Midfielder,5.4,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Kamara,Aston Villa,Midfielder,5.0,0.0,0.27,0.31,0.5800000000000001,29,1.5,5.8,54.21,2.67,3.87
Kesler-Hayden,Aston Villa,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Konsa,Aston Villa,Defender,4.4,5.7,0.59,0.41,1.0,50,0.8,11.36,30.42,2.67,0.46
Maatsen,Aston Villa,Defender,4.5,1.3,0.24,1.65,1.89,21,1.0,4.67,23.9,2.67,2.1
Marschall,Aston Villa,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Martinez,Aston Villa,Goalkeeper,5.0,12.5,0.0,0.01,0.01,69,2.0,13.8,66.52,2.67,0.3
McGinn,Aston Villa,Midfielder,5.2,0.7,1.99,2.1,4.09,48,1.5,9.23,47.97,2.67,5.37
Mings,Aston Villa,Defender,4.4,0.2,0.38,0.16,0.54,22,1.8,5.0,51.63,2.67,3.68
Nedeljkovic,Aston Villa,Defender,3.9,0.7,0.0,0.02,0.02,5,0.2,1.28,4.84,2.67,0.25
Olsen,Aston Villa,Goalkeeper,4.5,0.1,0.0,0.0,0.0,1,0.0,0.22,1.0,2.67,0.0
Pau,Aston Villa,Defender,4.2,0.7,0.51,0.34,0.8500000000000001,32,0.0,7.62,1.0,2.67,0.75
Ramsey,Aston Villa,Midfielder,5.4,0.6,1.19,1.64,2.83,43,3.2,7.96,79.33,2.67,6.65
Rogers,Aston Villa,Midfielder,5.7,28.7,4.54,3.22,7.76,101,1.5,17.72,30.89,2.67,0.49
Sinisalo,Aston Villa,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Sousa,Aston Villa,Defender,4.0,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Tielemans,Aston Villa,Midfielder,5.5,1.3,2.39,4.56,6.949999999999999,78,3.8,14.18,108.2,2.67,7.84
Watkins,Aston Villa,Forward,8.9,20.3,12.24,1.52,13.76,131,5.2,14.72,72.2,2.67,1.46
Disasi,Aston Villa,Defender,4.2,0.5,0.29,0.34,0.63,24,0.5,5.71,11.31,2.67,1.3
Onana,Aston Villa,Midfielder,4.8,2.3,1.85,0.25,2.1,41,0.2,8.54,5.26,2.67,1.08
Rashford,Aston Villa,Midfielder,6.6,4.4,1.83,2.18,4.01,63,2.2,9.55,37.92,2.67,1.93
Bogarde,Aston Villa,Defender,4.0,0.3,0.04,0.12,0.16,5,0.5,1.25,35.2,2.67,0.95
Swinkels,Aston Villa,Defender,4.0,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Zych,Aston Villa,Goalkeeper,4.0,0.5,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Young,Aston Villa,Midfielder,4.5,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Broggio,Aston Villa,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Jimoh,Aston Villa,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.67,0.0
Malen,Aston Villa,Midfielder,5.5,0.2,0.31,0.04,0.35,5,1.2,0.91,37.2,2.67,2.44
A. Garcia,Aston Villa,Defender,4.5,0.1,0.04,0.21,0.25,4,1.0,0.89,50.25,2.67,2.16
M.Asensio,Aston Villa,Midfielder,6.0,0.3,0.37,0.09,0.45999999999999996,3,1.5,0.5,46.5,2.67,2.84
Aarons,Bournemouth,Defender,4.3,0.1,0.0,0.01,0.01,8,0.0,1.86,1.0,3.33,0.01
Adams,Bournemouth,Midfielder,4.9,0.1,0.79,0.26,1.05,34,4.3,6.94,120.27,3.33,9.25
Anthony,Bournemouth,Midfielder,4.5,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Brooks,Bournemouth,Midfielder,4.9,0.0,1.66,1.41,3.07,39,2.7,7.96,43.41,3.33,10.0
Christie,Bournemouth,Midfielder,4.9,0.2,1.77,2.48,4.25,69,5.7,14.08,151.75,3.33,14.81
Cook,Bournemouth,Midfielder,5.0,0.2,0.62,2.9,3.52,60,1.7,12.0,57.54,3.33,7.23
Enes Ünal,Bournemouth,Forward,5.4,0.1,2.73,0.26,2.99,32,0.0,5.93,1.0,3.33,4.08
Faivre,Bournemouth,Midfielder,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
H.Traorè,Bournemouth,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Hill,Bournemouth,Defender,3.9,0.6,0.01,0.19,0.2,13,0.0,3.33,1.0,3.33,0.19
Jebbison,Bournemouth,Forward,4.5,1.2,0.21,0.12,0.32999999999999996,6,1.0,1.33,9.17,3.33,1.13
Kerkez,Bournemouth,Defender,5.0,14.3,0.46,1.76,2.22,92,3.0,18.4,70.99,3.33,0.61
Kluivert,Bournemouth,Midfielder,6.0,27.0,8.76,1.92,10.68,128,6.7,21.33,83.96,3.33,1.05
Mepham,Bournemouth,Defender,4.4,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
O.Dango,Bournemouth,Midfielder,5.1,3.7,6.51,2.46,8.969999999999999,93,10.0,18.24,142.15,3.33,7.12
Paulsen,Bournemouth,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Philip,Bournemouth,Midfielder,4.8,0.0,0.55,0.97,1.52,10,0.0,2.08,1.0,3.33,2.28
Scott,Bournemouth,Midfielder,4.7,0.0,0.17,0.27,0.44000000000000006,12,0.3,2.55,6.78,3.33,1.26
Semenyo,Bournemouth,Midfielder,5.7,8.8,7.24,3.23,10.47,106,5.0,18.6,99.34,3.33,2.62
Senesi,Bournemouth,Defender,4.6,0.3,0.81,0.44,1.25,21,0.0,4.57,1.0,3.33,1.44
Sinisterra,Bournemouth,Midfielder,4.8,0.1,1.09,0.91,2.0,20,0.3,4.17,3.07,3.33,3.27
Smith,Bournemouth,Defender,4.4,0.1,0.6,0.1,0.7,34,0.0,7.73,1.0,3.33,0.95
Tavernier,Bournemouth,Midfielder,5.4,0.2,4.48,2.18,6.66,61,4.3,11.3,84.24,3.33,15.49
Travers,Bournemouth,Goalkeeper,4.4,0.1,0.0,0.01,0.01,19,0.0,4.32,1.0,3.33,0.01
Zabarnyi,Bournemouth,Defender,4.4,0.7,0.81,0.41,1.22,66,2.7,15.0,92.05,3.33,4.25
Arrizabalaga,Bournemouth,Goalkeeper,4.6,2.8,0.0,0.0,0.0,67,4.0,14.57,96.72,3.33,2.11
Huijsen,Bournemouth,Defender,4.5,4.7,1.41,0.84,2.25,67,2.7,14.89,53.6,3.33,1.54
J.Araujo,Bournemouth,Defender,4.3,0.1,0.0,0.04,0.04,8,0.0,1.86,1.0,3.33,0.05
Dennis,Bournemouth,Goalkeeper,4.0,0.3,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Evanilson,Bournemouth,Forward,5.6,0.6,6.46,1.3,7.76,78,0.0,13.93,1.0,3.33,7.28
Kinsey,Bournemouth,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Winterburn,Bournemouth,Midfielder,4.5,0.0,0.0,0.0,0.0,2,0.0,0.44,1.0,3.33,0.0
Harris,Bournemouth,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Rees-Dottin,Bournemouth,Forward,4.5,0.1,0.0,0.0,0.0,1,0.0,0.22,1.0,3.33,0.0
Akinmboni,Bournemouth,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Soler,Bournemouth,Defender,3.9,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Adu-Adjei,Bournemouth,Forward,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Sadi,Bournemouth,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
McKenna,Bournemouth,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Silcott-Duberry,Bournemouth,Midfielder,4.5,0.0,0.0,0.0,0.0,1,0.3,0.22,0.3,3.33,0.6
Ajer,Brentford,Defender,4.4,0.2,0.57,0.32,0.8899999999999999,17,2.7,3.86,140.08,3.33,5.61
Brierley,Brentford,Midfielder,4.4,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Collins,Brentford,Defender,4.5,2.4,2.12,1.18,3.3,80,5.3,17.78,149.06,3.33,4.57
Damsgaard,Brentford,Midfielder,5.0,1.4,2.21,4.39,6.6,92,4.0,18.4,81.83,3.33,7.46
Dasilva,Brentford,Midfielder,4.8,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Flekken,Brentford,Goalkeeper,4.4,8.9,0.0,0.07,0.07,80,4.3,18.18,113.14,3.33,0.88
Henry,Brentford,Defender,4.3,0.0,0.0,0.0,0.0,1,0.0,0.23,1.0,3.33,0.0
Hickey,Brentford,Defender,4.3,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Janelt,Brentford,Midfielder,4.9,0.2,0.65,2.12,2.77,61,1.3,12.45,38.17,3.33,5.63
Jensen,Brentford,Midfielder,5.3,0.1,0.23,1.15,1.38,27,1.0,5.09,26.41,3.33,3.7
Ji-soo,Brentford,Defender,3.9,0.4,0.0,0.0,0.0,2,0.0,0.51,1.0,3.33,0.0
Konak,Brentford,Midfielder,4.4,0.1,0.15,0.0,0.15,5,0.0,1.14,1.0,3.33,0.2
Lewis-Potter,Brentford,Midfielder,5.0,0.1,2.31,3.41,5.720000000000001,66,2.0,13.2,60.82,3.33,11.44
Mbeumo,Brentford,Midfielder,7.9,35.9,8.56,5.73,14.290000000000001,152,4.0,19.24,59.08,3.33,0.8
Mee,Brentford,Defender,4.2,0.3,0.0,0.02,0.02,8,0.3,1.9,6.56,3.33,0.48
Nørgaard,Brentford,Midfielder,4.8,0.2,2.4,0.6,3.0,55,2.0,11.46,64.91,3.33,7.08
Onyeka,Brentford,Midfielder,4.9,0.0,0.0,0.02,0.02,2,0.0,0.41,1.0,3.33,0.03
Peart-Harris,Brentford,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Pinnock,Brentford,Defender,4.4,0.3,0.87,0.63,1.5,34,0.3,7.73,12.97,3.33,2.19
Roerslev,Brentford,Defender,4.3,0.1,0.2,2.09,2.29,36,0.7,8.37,21.39,3.33,4.4
Schade,Brentford,Midfielder,5.1,1.0,5.2,0.97,6.17,94,7.3,18.43,95.29,3.33,11.93
Thiago,Brentford,Forward,5.9,0.0,0.1,0.02,0.12000000000000001,5,0.0,0.85,1.0,3.33,0.18
Toney,Brentford,Forward,7.3,1.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Valdimarsson,Brentford,Goalkeeper,3.9,4.3,0.0,0.0,0.0,2,0.3,0.51,21.6,3.33,0.11
Wissa,Brentford,Forward,6.3,12.0,11.46,1.25,12.71,105,2.0,16.67,33.35,3.33,1.77
Yarmoliuk,Brentford,Midfielder,4.4,2.6,0.54,0.35,0.89,23,0.7,5.23,19.11,3.33,0.76
Zanka,Brentford,Defender,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Carvalho,Brentford,Midfielder,4.5,0.5,2.4,0.52,2.92,29,0.7,6.44,10.26,3.33,3.85
Van den Berg,Brentford,Defender,4.1,2.6,0.8,0.44,1.24,37,1.3,9.02,61.7,3.33,1.24
Trevitt,Brentford,Midfielder,4.4,0.1,0.0,0.0,0.0,1,0.0,0.23,1.0,3.33,0.0
G.Nunes,Brentford,Midfielder,4.9,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Meghoma,Brentford,Defender,4.0,0.0,0.0,0.0,0.0,1,0.0,0.25,1.0,3.33,0.0
Yogane,Brentford,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Maghoma,Brentford,Midfielder,4.5,0.0,0.0,0.03,0.03,5,0.0,1.11,1.0,3.33,0.04
Arthur,Brentford,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Kayode,Brentford,Defender,4.5,0.0,0.0,0.06,0.06,2,1.0,0.44,7.5,3.33,2.09
Eyestone,Brentford,Goalkeeper,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Adingra,Brighton,Midfielder,5.1,0.3,1.43,1.43,2.86,36,0.7,7.06,11.49,3.33,4.38
Baker-Boaitey,Brighton,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Baleba,Brighton,Midfielder,5.0,0.1,1.36,0.6,1.96,53,1.3,10.6,39.32,3.33,5.04
Barco,Brighton,Defender,4.0,2.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Cozier-Duberry,Brighton,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Dahoud,Brighton,Midfielder,4.9,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Dunk,Brighton,Defender,4.2,2.9,0.69,0.64,1.33,38,-0.3,9.05,1.0,3.33,0.36
Estupiñan,Brighton,Defender,4.9,0.8,0.5,1.65,2.15,39,0.0,7.96,1.0,3.33,1.79
Gilmour,Brighton,Midfielder,5.0,0.0,0.08,0.04,0.12,3,0.0,0.6,1.0,3.33,0.18
Gross,Brighton,Midfielder,6.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Hinshelwood,Brighton,Midfielder,4.9,0.0,0.79,0.75,1.54,32,1.3,6.53,39.49,3.33,4.91
I.Osman,Brighton,Midfielder,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Igor,Brighton,Defender,4.3,0.1,0.05,0.23,0.28,17,0.0,3.95,1.0,3.33,0.38
João Pedro,Brighton,Forward,5.5,11.2,4.36,2.18,6.540000000000001,81,1.0,14.73,16.75,3.33,0.97
Kozlowski,Brighton,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Lamptey,Brighton,Defender,4.4,0.4,0.38,0.37,0.75,32,2.3,7.27,43.56,3.33,4.09
March,Brighton,Midfielder,6.5,0.0,0.07,0.02,0.09000000000000001,1,0.0,0.15,1.0,3.33,0.14
Mazilu,Brighton,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Milner,Brighton,Midfielder,5.0,0.0,0.16,0.15,0.31,5,0.0,1.0,1.0,3.33,0.46
Minteh,Brighton,Midfielder,5.0,0.8,2.79,3.02,5.8100000000000005,64,5.7,12.8,81.85,3.33,11.18
Mitoma,Brighton,Midfielder,6.3,6.8,5.31,3.43,8.74,105,4.3,16.67,80.96,3.33,2.78
Moder,Brighton,Midfielder,4.4,0.5,0.0,0.53,0.53,4,0.0,0.91,1.0,3.33,0.53
O’Mahony,Brighton,Forward,4.5,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Offiah,Brighton,Defender,4.0,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Peupion,Brighton,Midfielder,4.4,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Sarmiento,Brighton,Midfielder,4.9,0.0,0.0,0.0,0.0,1,0.0,0.2,1.0,3.33,0.0
Steele,Brighton,Goalkeeper,4.1,0.8,0.0,0.0,0.0,9,0.0,2.2,1.0,3.33,0.0
Undav,Brighton,Forward,5.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Van Hecke,Brighton,Defender,4.5,0.9,0.75,1.06,1.81,59,2.3,13.11,76.8,3.33,3.85
Veltman,Brighton,Defender,4.4,1.7,0.47,1.29,1.76,58,2.3,13.18,65.11,3.33,2.68
Verbruggen,Brighton,Goalkeeper,4.5,2.7,0.0,0.01,0.01,71,3.3,15.78,96.21,3.33,1.79
Webster,Brighton,Defender,4.3,0.1,0.02,0.07,0.09000000000000001,15,2.3,3.49,39.1,3.33,4.3
Welbeck,Brighton,Forward,5.5,6.0,6.08,0.93,7.01,83,3.7,15.09,64.01,3.33,2.56
Wieffer,Brighton,Midfielder,4.7,0.1,0.5,0.18,0.6799999999999999,28,0.0,5.96,1.0,3.33,0.93
Gruda,Brighton,Midfielder,5.4,0.0,0.27,0.5,0.77,14,0.3,2.59,7.76,3.33,1.75
Ayari,Brighton,Midfielder,5.0,0.0,1.49,1.86,3.35,37,1.0,7.4,34.32,3.33,7.03
Moran,Brighton,Midfielder,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Rushworth,Brighton,Goalkeeper,3.9,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Georginio,Brighton,Midfielder,5.1,0.5,3.49,1.34,4.83,75,2.0,14.71,35.57,3.33,7.5
F.Kadıoğlu,Brighton,Defender,4.4,0.1,0.44,0.31,0.75,19,0.0,4.32,1.0,3.33,1.02
O'Riley,Brighton,Midfielder,5.5,0.0,1.15,1.24,2.3899999999999997,25,1.0,4.55,18.72,3.33,5.58
Samuels,Brighton,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Cahill,Brighton,Goalkeeper,3.9,1.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
McConville,Brighton,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Slater,Brighton,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Gómez,Brighton,Midfielder,5.5,0.0,0.0,0.02,0.02,3,0.7,0.55,14.47,3.33,1.43
Knight,Brighton,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Cashin,Brighton,Defender,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.33,0.0
Andrey Santos,Chelsea,Midfielder,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Ângelo,Chelsea,Midfielder,4.5,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
B.Badiashile,Chelsea,Defender,4.2,0.1,0.0,0.06,0.06,5,0.0,1.19,1.0,3.0,0.08
Bergström,Chelsea,Goalkeeper,3.9,0.3,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Bettinelli,Chelsea,Goalkeeper,3.9,0.4,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Caicedo,Chelsea,Midfielder,4.9,1.1,0.55,1.72,2.27,64,1.3,13.06,44.46,3.0,2.86
Casadei,Chelsea,Midfielder,4.4,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Chalobah,Chelsea,Defender,4.4,1.2,1.42,0.56,1.98,65,1.0,14.77,20.48,3.0,2.26
Chukwuemeka,Chelsea,Midfielder,4.7,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Colwill,Chelsea,Defender,4.4,3.0,0.54,1.1,1.6400000000000001,50,1.0,11.36,41.4,3.0,1.11
Cucurella,Chelsea,Defender,5.1,6.0,1.55,1.8,3.35,60,1.3,11.76,41.06,3.0,1.09
D.D.Fofana,Chelsea,Forward,5.4,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Deivid,Chelsea,Forward,4.9,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Dewsbury-Hall,Chelsea,Midfielder,5.5,0.1,0.22,0.19,0.41000000000000003,12,0.3,2.18,3.92,3.0,1.1
Enzo,Chelsea,Midfielder,4.7,3.6,2.97,3.91,6.880000000000001,75,2.3,15.96,54.49,3.0,3.24
Gallagher,Chelsea,Midfielder,5.9,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Gilchrist,Chelsea,Defender,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Gusto,Chelsea,Defender,4.9,1.5,1.29,1.33,2.62,33,1.0,6.73,41.24,3.0,2.37
James,Chelsea,Defender,4.8,0.8,0.16,0.55,0.7100000000000001,21,1.0,4.38,24.14,3.0,1.7
Kellyman,Chelsea,Midfielder,4.3,0.1,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Lavia,Chelsea,Midfielder,4.5,0.4,0.18,0.3,0.48,15,0.0,3.33,1.0,3.0,0.51
Lukaku,Chelsea,Forward,6.3,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
M.Sarr,Chelsea,Defender,4.5,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Madueke,Chelsea,Midfielder,6.1,3.9,7.58,2.23,9.81,100,4.0,16.39,57.96,3.0,4.64
Marc Guiu,Chelsea,Forward,4.7,0.5,0.0,0.02,0.02,3,0.3,0.64,7.1,3.0,0.42
Mudryk,Chelsea,Midfielder,6.1,0.2,0.24,0.66,0.9,7,0.0,1.15,1.0,3.0,1.13
N.Jackson,Chelsea,Forward,7.7,7.8,10.71,1.65,12.360000000000001,108,2.0,14.03,32.13,3.0,2.56
Nkunku,Chelsea,Midfielder,5.7,2.0,4.24,0.51,4.75,40,1.3,7.02,17.42,3.0,3.24
Palmer,Chelsea,Midfielder,11.2,61.9,11.98,7.01,18.990000000000002,175,3.3,15.63,41.3,3.0,0.56
Petrović,Chelsea,Goalkeeper,4.4,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0
Renato Veiga,Chelsea,Midfielder,4.4,0.1,0.16,0.15,0.31,7,0.0,1.59,1.0,3.0,0.42
Sánchez,Chelsea,Goalkeeper,4.6,8.7,0.0,0.01,0.01,74,0.7,16.09,17.88,3.0,0.15
